# ^tist of object assets to ^toad in this scene
[ASSETS]
mario.txt
brick.txt
coin.txt
goomba.txt
c^toud.txt
tree.txt
block.txt
pipe.txt
#
[OBJECTS]
# type	x	y	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Goomba, 3 = Koopas
# See OBJECT_TYPE constants in AssetIDs.h


# BACKGROUND: TREE , BUSH, CLOUD
7	16	128	70008
7	16	144	70037
7	16	160	70037
7	32	112	70008
7	32	128	70066
7	32	144	70067
7	32	160	70095
7	48	112	70009
7	48	128	70038
7	48	144	70066
7	48	160	70095
7	64	128	70008
7	64	144	70095
7	64	160	70095
7	80	128	70009
7	80	144	70038
7	80	160	70067
7	96	128	70008
7	96	144	70037
7	96	160	70066
7	112	32	70382
7	112	48	70411
7	112	128	70009
7	112	144	70067
7	112	160	70037
7	128	32	70383
7	128	48	70412
7	128	144	70009
7	128	160	70038
7	144	32	70383
7	144	48	70412
7	160	32	70384
7	160	48	70413
7	160	160	70361
7	176	160	70361
7	192	160	70361
7	320	16	70330
7	320	32	70359
7	336	16	70331
7	336	32	70360
7	640	32	70330
7	640	48	70359
7	656	32	70331
7	656	48	70360
7	672	144	70361
7	688	144	70361
7	704	144	70361
7	720	64	70382
7	720	80	70411
7	720	144	70361
7	736	64	70383
7	736	80	70412
7	736	144	70361
7	752	64	70383
7	752	80	70412
7	752	144	70361
7	768	64	70383
7	768	80	70412
7	784	64	70384
7	784	80	70413
7	816	144	70008
7	832	112	70008
7	832	128	70037
7	832	144	70066
7	848	112	70009
7	848	128	70067
7	848	144	70095
7	864	112	70008
7	864	128	70066
7	864	144	70095
7	880	96	70008
7	880	112	70066
7	880	128	70067
7	880	144	70095
7	896	96	70009
7	896	112	70038
7	896	128	70066
7	896	144	70095
7	912	112	70008
7	912	128	70095
7	912	144	70095
7	928	112	70009
7	928	128	70038
7	928	144	70038
7	944	144	70008
7	960	112	70008
7	960	128	70037
7	960	144	70066
7	976	112	70009
7	976	128	70067
7	976	144	70095
7	992	112	70123
7	992	128	70009
7	992	144	70038
7	1008	112	70123
7	1008	128	70123
7	1040	144	70361
7	1056	144	70361
7	1104	160	70473
7	1184	48	70330
7	1184	64	70359
7	1184	160	70361
7	1200	48	70331
7	1200	64	70360
7	1200	160	70361
#BRICKS
1	0	176	10390
1	16	176	10391
1	32	176	10391
1	48	176	10391
1	64	176	10391
1	80	176	10391
1	96	176	10391
1	112	176	10391
1	128	176	10391
1	144	176	10391
1	160	176	10391
1	176	176	10391
1	192	176	10391
1	208	176	10391
1	224	176	10391
1	240	176	10391
1	256	176	10391
1	272	176	10391
1	288	176	10391
1	304	176	10391
1	320	176	10391
1	336	176	10391
1	352	176	10391
1	368	176	10391
1	384	176	10391
1	400	176	10391
1	416	176	10391
1	432	176	10391
1	448	176	10391
1	464	176	10391
1	480	176	10391
1	496	176	10391
1	512	176	10391
1	528	176	10391
1	544	176	10391
1	560	176	10391
1	576	176	10391
1	592	176	10391
1	608	176	10392
1	624	160	10489
1	624	176	10518
1	640	160	10490
1	640	176	10519
1	656	160	10490
1	656	176	10519
1	672	160	10490
1	672	176	10519
1	688	160	10490
1	688	176	10519
1	704	160	10490
1	704	176	10519
1	720	160	10490
1	720	176	10519
1	736	160	10490
1	736	176	10519
1	752	160	10490
1	752	176	10519
1	768	160	10490
1	768	176	10519
1	784	160	10490
1	784	176	10519
1	800	160	10490
1	800	176	10519
1	816	160	10490
1	816	176	10519
1	832	160	10490
1	832	176	10519
1	848	160	10490
1	848	176	10519
1	864	160	10490
1	864	176	10519
1	880	160	10490
1	880	176	10519
1	896	160	10490
1	896	176	10519
1	912	160	10490
1	912	176	10519
1	928	160	10490
1	928	176	10519
1	944	160	10490
1	944	176	10519
1	960	160	10490
1	960	176	10519
1	976	160	10490
1	976	176	10519
1	992	160	10490
1	992	176	10519
1	1008	160	10490
1	1008	176	10519
1	1024	160	10490
1	1024	176	10519
1	1040	160	10490
1	1040	176	10519
1	1056	160	10490
1	1056	176	10519
1	1072	160	10491
1	1072	176	10520
1	1152	176	10390
1	1168	176	10391
1	1184	176	10391
1	1200	176	10391
1	1216	176	10391
1	1232	176	10391
1	1248	176	10391
1	1264	176	10391
1	1280	176	10391
1	1296	176	10391
1	1312	176	10391
1	1328	176	10391
1	1344	176	10391
1	1360	176	10391
1	1376	176	10391
1	1392	176	10391
1	1408	176	10391
1	1424	176	10391
1	1440	176	10391
1	1456	176	10391
1	1472	176	10392
1	1488	96	10309
1	1504	96	10309
1	1520	176	10390
1	1536	176	10391
1	1552	160	10309
1	1552	176	10391
1	1568	144	10309
1	1568	160	10309
1	1568	176	10391
1	1584	128	10309
1	1584	144	10309
1	1584	160	10309
1	1584	176	10392
1	1648	128	10309
1	1648	144	10309
1	1648	160	10309
1	1648	176	10390
1	1664	144	10309
1	1664	160	10309
1	1664	176	10391
1	1680	160	10309
1	1680	176	10391
1	1696	176	10391
1	1712	176	10391
1	1728	176	10391
1	1744	176	10391
1	1760	176	10391
1	1776	176	10391
1	1792	176	10391
1	1808	176	10391
1	1824	176	10391
1	1840	176	10391
1	1856	176	10391
1	1872	176	10391
1	1888	176	10391
1	1904	176	10391
1	1920	176	10391
1	1936	176	10391
1	1952	176	10391
1	1968	176	10391
1	1984	176	10391
1	2000	176	10391
1	2016	176	10391
1	2032	176	10391
1	2048	176	10391
1	2064	176	10391
1	2080	176	10391
1	2096	176	10391
1	2112	176	10391
1	2128	176	10391
1	2144	176	10391
1	2160	176	10391
1	2176	176	10391
1	2192	176	10391
1	2208	176	10392
1	2240	176	10390
1	2256	176	10391
1	2272	176	10391
1	2288	176	10391
1	2304	176	10391
1	2320	176	10391
1	2336	176	10391
1	2352	176	10391
1	2368	176	10391
1	2384	176	10391

#BLOCKS
8	240	128	80087
8	240	144	80116
8	240	160	80145
8	256	128	80088
8	256	144	80117
8	256	160	80146
8	272	96	80090
8	272	112	80119
8	272	128	80089
8	272	144	80118
8	272	160	80147
8	288	96	80091
8	288	112	80120
8	288	128	80120
8	288	144	80120
8	288	160	80149
8	304	96	80092
8	304	112	80121
8	304	128	80121
8	304	144	80121
8	304	160	80150
8	400	128	80003
8	400	144	80032
8	400	160	80061
8	416	128	80004
8	416	144	80033
8	416	160	80062
8	432	128	80004
8	432	144	80033
8	432	160	80062
8	448	128	80004
8	448	144	80033
8	448	160	80062
8	464	96	80087
8	464	112	80116
8	464	128	80005
8	464	144	80034
8	464	160	80063
8	480	96	80088
8	480	112	80117
8	480	128	80117
8	480	144	80117
8	480	160	80117
8	496	96	80088
8	496	112	80117
8	496	128	80117
8	496	144	80117
8	496	160	80117
8	512	64	80000
8	512	80	80029
8	512	96	80089
8	512	112	80118
8	512	128	80118
8	512	144	80003
8	512	160	80061
8	528	64	80001
8	528	80	80030
8	528	96	80030
8	528	112	80030
8	528	128	80030
8	528	144	80004
8	528	160	80062
8	544	64	80001
8	544	80	80030
8	544	96	80030
8	544	112	80030
8	544	128	80030
8	544	144	80004
8	544	160	80062
8	560	64	80002
8	560	80	80031
8	560	96	80031
8	560	112	80031
8	560	128	80031
8	560	144	80004
8	560	160	80062
8	576	144	80004
8	576	160	80062
8	592	144	80005
8	592	160	80063
8	1248	144	80003
8	1248	160	80061
8	1264	144	80004
8	1264	160	80062
8	1280	112	80087
8	1280	128	80116
8	1280	144	80004
8	1280	160	80062
8	1296	-96	80087
8	1296	-80	80145
8	1296	112	80088
8	1296	128	80117
8	1296	144	80004
8	1296	160	80062
8	1312	-96	80088
8	1312	-80	80146
8	1312	80	80090
8	1312	96	80119
8	1312	112	80088
8	1312	128	80117
8	1312	144	80004
8	1312	160	80062
8	1328	-96	80088
8	1328	-80	80146
8	1328	80	80091
8	1328	96	80120
8	1328	112	80088
8	1328	128	80117
8	1328	144	80004
8	1328	160	80062
8	1344	-96	80089
8	1344	-80	80147
8	1344	80	80091
8	1344	96	80120
8	1344	112	80088
8	1344	144	80005
8	1344	160	80063
8	1360	80	80091
8	1360	96	80120
8	1360	112	80088
8	1360	128	80117
8	1360	144	80117
8	1360	160	80146
8	1376	80	80091
8	1376	96	80120
8	1376	112	80089
8	1376	128	80118
8	1376	144	80118
8	1376	160	80147
8	1392	80	80091
8	1392	96	80120
8	1392	112	80120
8	1392	128	80120
8	1392	144	80120
8	1392	160	80149
8	1408	80	80092
8	1408	96	80121
8	1408	112	80121
8	1408	128	80121
8	1408	144	80121
8	1408	160	80150
8	2128	128	80087
8	2128	144	80116
8	2128	160	80145
8	2144	128	80088
8	2144	144	80117
8	2144	160	80146
8	2160	32	80003
8	2160	48	80032
8	2160	64	80032
8	2160	80	80032
8	2160	96	80032
8	2160	112	80032
8	2160	128	80089
8	2160	144	80118
8	2160	160	80147
8	2176	32	80004
8	2176	48	80033
8	2176	64	80033
8	2176	80	80033
8	2176	96	80033
8	2176	112	80033
8	2176	128	80033
8	2176	144	80033
8	2176	160	80062
8	2192	32	80005
8	2192	48	80034
8	2192	64	80034
8	2192	80	80034
8	2192	96	80034
8	2192	112	80034
8	2192	128	80034
8	2192	144	80034
8	2192	160	80063



#PIPE
9	208	128	90106
9	208	144	90135
9	208	160	90135
9	224	128	90107
9	224	144	90136
9	224	160	90136
9	352	128	90106
9	352	144	90135
9	352	160	90135
9	368	128	90107
9	368	144	90136
9	368	160	90136
9	1776	144	90106
9	1776	160	90135
9	1792	144	90107
9	1792	160	90136
9	1840	128	90106
9	1840	144	90135
9	1840	160	90135
9	1856	128	90107
9	1856	144	90136
9	1856	160	90136
9	2240	-80	90106
9	2240	-64	90135
9	2240	-48	90135
9	2240	-32	90135
9	2240	-16	90135
9	2240	0	90135
9	2240	16	90135
9	2240	32	90135
9	2240	48	90135
9	2240	64	90135
9	2240	80	90309
9	2240	128	90309
9	2240	144	90135
9	2240	160	90135
9	2256	-80	90107
9	2256	-64	90136
9	2256	-48	90136
9	2256	-32	90136
9	2256	-16	90136
9	2256	0	90136
9	2256	16	90136
9	2256	32	90136
9	2256	48	90136
9	2256	64	90136
9	2256	80	90309
9	2256	128	90309
9	2256	144	90136
9	2256	160	90136
9	2304	144	90106
9	2304	160	90135
9	2320	144	90107
9	2320	160	90136
#Goomba
2	300	10


# MARIO
0	20	10

