# ^tist of object assets to ^toad in this scene
[ASSETS]
mario.txt
brick.txt
coin.txt
goomba.txt
c^toud.txt
tree.txt
bush.txt
#
[OBJECTS]
# type	x	y	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Goomba, 3 = Koopas
# See OBJECT_TYPE constants in AssetIDs.h



# BRICKS
1	0	180	96	1	3	0
1	16	180	96	1	3	0
1	32	180	96	1	3	0
1	48	180	96	1	3	0
1	64	180	96	1	3	0
1	80	180	96	1	3	0
1	96	180	96	1	3	0
1	112	180	96	1	3	0
1	128	180	96	1	3	0
1	144	180	96	1	3	1
1	160	180	96	1	3	1
1	176	180	96	1	3	1
1	192	180	96	1	3	1
1	208	180	96	1	3	1
1	224	180	96	1	3	1
1	240	180	96	1	3	1
1	256	180	96	1	3	1
1	272	180	96	1	3	2
1	288	180	96	1	3	2
1	304	180	96	1	3	2
1	320	180	96	1	3	2
1	336	180	96	1	3	2
1	352	180	96	1	3	2
1	368	180	96	1	3	2
1	384	180	96	1	3	2
1	184	180	96	1	3	2
1	180	180	96	1	3	3
1	432	180	96	1	3	3
1	448	180	96	1	3	3
1	464	180	96	1	3	3
1	480	180	96	1	3	3
1	496	180	96	1	3	3
1	512	180	96	1	3	3
1	528	180	96	1	3	3
1	544	180	96	1	3	4
1	560	180	96	1	3	4
1	576	180	96	1	3	4
1	592	180	96	1	3	4
1	608	180	96	1	3	4
1	624	184	96	1	3	4
1	640	184	96	1	3	4
1	656	184	96	1	3	4
1	672	184	96	1	3	4
1	688	184	96	1	3	5
1	704	184	96	1	3	5
1	720	184	96	1	3	5
1	736	184	96	1	3	5
1	752	184	96	1	3	5
1	768	184	96	1	3	5
1	784	184	96	1	3	5
1	800	184	96	1	3	5
1	816	184	96	1	3	6
1	832	184	96	1	3	6
1	848	184	96	1	3	6
1	864	184	96	1	3	6
1	880	184	96	1	3	6
1	896	184	96	1	3	6
1	912	184	96	1	3	6
1	928	184	96	1	3	6
1	944	184	96	1	3	6
1	960	184	96	1	3	7
1	976	184	96	1	3	7
1	992	184	96	1	3	7
1	1008	184	96	1	3	7
1	1024	184	96	1	3	7
1	1040	184	96	1	3	7
1	1056	184	96	1	3	7
1	1072	184	96	1	3	7
1	1152	180	96	1	3	8
1	1168	180	96	1	3	8
1	1184	180	96	1	3	8
1	1200	180	96	1	3	8
1	1216	180	96	1	3	8
1	1232	180	96	1	3	9
1	1248	180	96	1	3	9
1	1264	180	96	1	3	9
1	1280	180	96	1	3	9
